[2026-03-12T16:38:50.099683Z] | [0.54] | [0f7dcd1e] | [Banco Unión S.A.]
[2026-03-12T16:42:07.548574Z] | [2.19] | [94548fe2] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.549906Z] | [1.02] | [6ec460a1] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.551222Z] | [1.44] | [1d275bba] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.552624Z] | [1.97] | [28e56d71] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.553949Z] | [1.28] | [f5420c5b] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.555267Z] | [2.28] | [5894795e] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.556868Z] | [1.45] | [8fb92288] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.558194Z] | [1.08] | [85fdddd1] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.559525Z] | [2.95] | [8ae5f58d] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.560836Z] | [1.6] | [6ded9a63] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.562338Z] | [1.27] | [b56c8f97] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.563650Z] | [2.59] | [654a08e7] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.564976Z] | [2.19] | [f2813ce5] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.566298Z] | [2.63] | [e78a83e7] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.567606Z] | [2.21] | [7b71a634] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.568931Z] | [2.02] | [3190f350] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.570248Z] | [1.78] | [c56630e5] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.571572Z] | [1.5] | [ce99cb2f] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.573239Z] | [2.0] | [474713d8] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.574692Z] | [1.6] | [93d7c20b] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.576124Z] | [3.78] | [cfe01d28] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.577519Z] | [1.4] | [d902f184] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.579110Z] | [3.35] | [33307f8f] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.580669Z] | [3.49] | [336c01e7] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.582242Z] | [1.1] | [32423e75] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.583835Z] | [2.87] | [50479a18] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.585531Z] | [1.35] | [692f7221] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.587102Z] | [3.13] | [47647adc] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.588624Z] | [2.23] | [ea060a6e] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.590032Z] | [2.65] | [60d8de20] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.591464Z] | [2.8] | [d2c760ba] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.592949Z] | [1.88] | [09ad6b07] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.594302Z] | [0.59] | [96c6184f] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.595636Z] | [2.5] | [e5a28c40] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.596977Z] | [2.73] | [718ead43] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.598333Z] | [2.18] | [06f3823b] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.599672Z] | [2.53] | [7ff5ad71] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.601002Z] | [2.42] | [71bcb030] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.602339Z] | [2.99] | [8df02b5d] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.603792Z] | [0.55] | [fb9fb204] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.605115Z] | [1.37] | [c33c8f87] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.606426Z] | [3.26] | [d6498e45] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.607733Z] | [2.16] | [d3d3dabc] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.609156Z] | [0.83] | [ee2ecdfd] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.610537Z] | [2.11] | [21bfee08] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.611917Z] | [1.75] | [dbb45c11] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.613316Z] | [2.37] | [3c90146e] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.614709Z] | [1.68] | [e0767f78] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.616096Z] | [3.48] | [4bba4ec8] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.617564Z] | [1.82] | [68dbd004] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.619264Z] | [2.72] | [db4f8607] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.621181Z] | [0.61] | [20c84a70] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.623296Z] | [3.22] | [2fb197c9] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.624985Z] | [1.21] | [a8e2f3d2] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.626887Z] | [1.62] | [caf66f14] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.628777Z] | [0.63] | [0d36657b] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.630666Z] | [1.17] | [0d7eb2a0] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.632291Z] | [0.76] | [45a9209e] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.634190Z] | [1.7] | [920966d2] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.635908Z] | [1.94] | [4cc33d7d] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.637628Z] | [3.4] | [c488aef9] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.638972Z] | [2.92] | [4b75d536] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.640330Z] | [2.72] | [b60358b3] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.641646Z] | [1.51] | [a645d323] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.642978Z] | [1.44] | [303f143f] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.644291Z] | [3.5] | [76f972eb] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.645606Z] | [1.35] | [d92c4339] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.646918Z] | [3.83] | [c7c8ede5] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.648224Z] | [2.65] | [8a56d28a] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.649623Z] | [1.58] | [129dabfe] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.651122Z] | [3.19] | [1d02f83c] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.652463Z] | [3.38] | [4d6cb78b] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.653872Z] | [0.52] | [0bd4d6ea] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.655188Z] | [0.99] | [7fb377bb] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.656492Z] | [2.38] | [d8e909d0] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.657795Z] | [3.7] | [ae44802d] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.659127Z] | [0.67] | [5b44bd04] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.660435Z] | [2.29] | [fb91217a] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.661759Z] | [1.53] | [279baaad] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.663060Z] | [2.88] | [44f1da9f] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.664367Z] | [3.85] | [fde3cd04] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.665890Z] | [3.96] | [d5ffb193] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.667328Z] | [3.43] | [a6000b0f] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.668689Z] | [3.75] | [fe9d77a2] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.670047Z] | [2.7] | [2810c0d7] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.671424Z] | [3.89] | [566adf80] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.672818Z] | [3.66] | [2093f87e] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.674193Z] | [2.66] | [588b7e3b] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.675562Z] | [1.33] | [3829bbdc] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.676930Z] | [2.45] | [14f12aa0] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.678318Z] | [0.75] | [efb714f2] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.679690Z] | [3.65] | [d418e4a6] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.681541Z] | [2.82] | [66ff1e5c] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.683078Z] | [3.54] | [e3cd5837] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.684581Z] | [3.48] | [5fee7b93] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.686072Z] | [2.22] | [75f41cc5] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.687510Z] | [3.23] | [abdcbdcd] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.688831Z] | [0.69] | [52ade6ed] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.690163Z] | [0.97] | [4b87c87d] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.691498Z] | [0.95] | [aad9f891] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.692806Z] | [2.23] | [6a5d613c] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.694120Z] | [1.92] | [3337988c] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.695433Z] | [1.54] | [600e418c] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.696819Z] | [3.85] | [18beb7ed] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.698277Z] | [2.86] | [aed15ce4] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.699804Z] | [3.62] | [859eb78b] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.701238Z] | [3.08] | [4d2f47d5] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.702665Z] | [0.55] | [3c1b543d] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.704119Z] | [1.1] | [0ceeaa45] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.705565Z] | [1.04] | [0fdadb45] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.706999Z] | [3.51] | [152cb340] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.708395Z] | [1.82] | [6c207e19] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.709900Z] | [1.62] | [8a2f8d66] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.711401Z] | [0.86] | [86e2cc87] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.713025Z] | [1.45] | [d05b5400] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.714496Z] | [2.4] | [1a4b069b] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.715990Z] | [0.85] | [4c4f6815] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.717475Z] | [3.62] | [6cfd0b2c] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.719019Z] | [0.62] | [ff2e0e4d] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.720483Z] | [0.56] | [4d7574a9] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.721948Z] | [0.82] | [03f079c7] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.723415Z] | [1.91] | [21c4ce18] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.724893Z] | [2.89] | [f5b8d9e3] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.726350Z] | [3.09] | [0e8104d5] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.727897Z] | [1.18] | [d9562645] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.729634Z] | [1.01] | [12471b19] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.731116Z] | [0.9] | [ce5f88c5] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.732600Z] | [2.9] | [21fdd248] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.734066Z] | [2.58] | [a8e07292] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.735544Z] | [2.87] | [d5169c5e] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.737012Z] | [0.53] | [524e4139] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.738506Z] | [1.17] | [1da405e4] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.739906Z] | [1.59] | [b2d54dd1] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.741327Z] | [0.97] | [f4e15cf1] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.742734Z] | [1.13] | [6c19aa90] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.744274Z] | [0.87] | [3ce64f52] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.745793Z] | [1.46] | [578e9b9f] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.747196Z] | [2.52] | [a9798cbb] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.748599Z] | [1.21] | [b8edf5c7] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.750021Z] | [2.65] | [5507c5a2] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.751434Z] | [2.05] | [1e632fa2] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.752945Z] | [3.92] | [85c0a55e] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.754335Z] | [2.46] | [82a1c6bb] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.755743Z] | [1.87] | [b647ad40] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.757158Z] | [2.03] | [4a8ecd06] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.758565Z] | [2.46] | [de7c154e] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.760082Z] | [1.66] | [1ad89f00] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.761415Z] | [2.96] | [89a747c9] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.762746Z] | [3.63] | [4ff43f3a] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.764072Z] | [2.01] | [1372eda5] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.765400Z] | [1.61] | [3525a590] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.766728Z] | [0.91] | [5b28e502] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.768061Z] | [3.93] | [a4488894] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.769404Z] | [2.7] | [1bbf5947] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.770739Z] | [3.21] | [1fd87ffd] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.772071Z] | [3.29] | [0179b8ed] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.773427Z] | [0.57] | [e5261761] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.774965Z] | [3.44] | [8a003c0c] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.776816Z] | [0.69] | [55787624] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.778302Z] | [2.06] | [e409117b] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.779801Z] | [3.29] | [9523cee4] | [Banco BISA S.A.]
[2026-03-12T16:42:07.781296Z] | [2.22] | [ca1f70b5] | [Banco BISA S.A.]
[2026-03-12T16:42:07.782763Z] | [2.64] | [cbae5b4b] | [Banco BISA S.A.]
[2026-03-12T16:42:07.784249Z] | [1.32] | [dea7a88d] | [Banco BISA S.A.]
[2026-03-12T16:42:07.785947Z] | [3.42] | [6e3d725d] | [Banco BISA S.A.]
[2026-03-12T16:42:07.787337Z] | [0.84] | [b04f960b] | [Banco BISA S.A.]
[2026-03-12T16:42:07.788742Z] | [0.75] | [3cfbdb4a] | [Banco BISA S.A.]
[2026-03-12T16:42:07.790321Z] | [1.46] | [7553749d] | [Banco BISA S.A.]
[2026-03-12T16:42:07.791913Z] | [1.21] | [a9b10336] | [Banco BISA S.A.]
[2026-03-12T16:42:07.793329Z] | [3.3] | [4141e8d5] | [Banco BISA S.A.]
[2026-03-12T16:42:07.794730Z] | [1.2] | [a06a7c81] | [Banco BISA S.A.]
[2026-03-12T16:42:07.796136Z] | [2.88] | [71db89f1] | [Banco BISA S.A.]
[2026-03-12T16:42:07.797568Z] | [3.24] | [f4a6855c] | [Banco BISA S.A.]
[2026-03-12T16:42:07.798970Z] | [0.86] | [cdc65521] | [Banco BISA S.A.]
[2026-03-12T16:42:07.800377Z] | [0.92] | [a3f6430c] | [Banco BISA S.A.]
[2026-03-12T16:42:07.801794Z] | [2.8] | [dc2a5e40] | [Banco BISA S.A.]
[2026-03-12T16:42:07.803197Z] | [3.95] | [1eb10df8] | [Banco BISA S.A.]
[2026-03-12T16:42:07.804612Z] | [3.7] | [70dc09f8] | [Banco BISA S.A.]
[2026-03-12T16:42:07.806926Z] | [2.76] | [b5911134] | [Banco BISA S.A.]
[2026-03-12T16:42:07.808671Z] | [3.04] | [cda5c6f2] | [Banco BISA S.A.]
[2026-03-12T16:42:07.810161Z] | [2.54] | [9a04ca43] | [Banco BISA S.A.]
[2026-03-12T16:42:07.811634Z] | [1.12] | [03222c02] | [Banco BISA S.A.]
[2026-03-12T16:42:07.813099Z] | [3.26] | [70bff4bc] | [Banco BISA S.A.]
[2026-03-12T16:42:07.814580Z] | [3.05] | [9a958f69] | [Banco BISA S.A.]
[2026-03-12T16:42:07.816015Z] | [0.52] | [8cef1ab2] | [Banco BISA S.A.]
[2026-03-12T16:42:07.817612Z] | [2.71] | [cf606395] | [Banco BISA S.A.]
[2026-03-12T16:42:07.819098Z] | [3.42] | [02b55ae2] | [Banco BISA S.A.]
[2026-03-12T16:42:07.820650Z] | [0.71] | [e2f4334c] | [Banco BISA S.A.]
[2026-03-12T16:42:07.822154Z] | [1.14] | [bb09018f] | [Banco BISA S.A.]
[2026-03-12T16:42:07.823577Z] | [3.98] | [5e1f8cea] | [Banco BISA S.A.]
[2026-03-12T16:42:07.825022Z] | [0.54] | [b84b97bd] | [Banco BISA S.A.]
[2026-03-12T16:42:07.826431Z] | [2.73] | [3467768b] | [Banco BISA S.A.]
[2026-03-12T16:42:07.827827Z] | [1.66] | [e817b6fc] | [Banco BISA S.A.]
[2026-03-12T16:42:07.829229Z] | [2.61] | [169f3ad4] | [Banco BISA S.A.]
[2026-03-12T16:42:07.830626Z] | [2.81] | [1b0d122f] | [Banco BISA S.A.]
[2026-03-12T16:42:07.832027Z] | [1.17] | [a46c1723] | [Banco BISA S.A.]
[2026-03-12T16:42:07.833428Z] | [3.65] | [8658bcd0] | [Banco BISA S.A.]
[2026-03-12T16:42:07.834833Z] | [1.45] | [a0fd9486] | [Banco BISA S.A.]
[2026-03-12T16:42:07.836238Z] | [3.39] | [1aa00bfb] | [Banco BISA S.A.]
[2026-03-12T16:42:07.838191Z] | [2.95] | [9ad1e6a8] | [Banco BISA S.A.]
[2026-03-12T16:42:07.840108Z] | [0.77] | [4cd14954] | [Banco BISA S.A.]
[2026-03-12T16:42:07.841417Z] | [3.36] | [9b8c9498] | [Banco BISA S.A.]
[2026-03-12T16:42:07.842680Z] | [2.98] | [a32aff65] | [Banco BISA S.A.]
[2026-03-12T16:42:07.843938Z] | [3.0] | [f9139844] | [Banco BISA S.A.]
[2026-03-12T16:42:07.845216Z] | [3.58] | [180dd758] | [Banco BISA S.A.]
[2026-03-12T16:42:07.846466Z] | [2.04] | [a4a55230] | [Banco BISA S.A.]
[2026-03-12T16:42:07.847723Z] | [0.87] | [e005fba7] | [Banco BISA S.A.]
[2026-03-12T16:42:07.848977Z] | [1.37] | [1ae7d9e1] | [Banco BISA S.A.]
[2026-03-12T16:42:07.850274Z] | [2.77] | [bde25588] | [Banco BISA S.A.]
[2026-03-12T16:42:07.851534Z] | [1.87] | [9f529fd6] | [Banco BISA S.A.]
[2026-03-12T16:42:07.856293Z] | [2.46] | [ae1c6ffc] | [Banco BISA S.A.]
[2026-03-12T16:42:07.857688Z] | [1.68] | [5bbf2efa] | [Banco BISA S.A.]
[2026-03-12T16:42:07.859008Z] | [1.25] | [c95fbe93] | [Banco BISA S.A.]
[2026-03-12T16:42:07.860314Z] | [1.59] | [8ba748b7] | [Banco BISA S.A.]
[2026-03-12T16:42:07.861621Z] | [1.97] | [69981118] | [Banco BISA S.A.]
[2026-03-12T16:42:07.862917Z] | [1.14] | [c90adab0] | [Banco BISA S.A.]
[2026-03-12T16:42:07.864218Z] | [0.9] | [3d4dbc17] | [Banco BISA S.A.]
[2026-03-12T16:42:07.865531Z] | [3.02] | [ce36e8f2] | [Banco BISA S.A.]
[2026-03-12T16:42:07.866849Z] | [1.36] | [5e04a2cd] | [Banco BISA S.A.]
[2026-03-12T16:42:07.868343Z] | [1.57] | [e857ee9d] | [Banco BISA S.A.]
[2026-03-12T16:42:07.869815Z] | [2.15] | [049decd5] | [Banco BISA S.A.]
[2026-03-12T16:42:07.871154Z] | [3.88] | [78d746cc] | [Banco BISA S.A.]
[2026-03-12T16:42:07.872463Z] | [3.14] | [7d53c79e] | [Banco BISA S.A.]
[2026-03-12T16:42:07.873770Z] | [2.1] | [26e221f4] | [Banco BISA S.A.]
[2026-03-12T16:42:07.875098Z] | [2.45] | [75f12f0b] | [Banco BISA S.A.]
[2026-03-12T16:42:07.876417Z] | [2.02] | [1d6ad2db] | [Banco BISA S.A.]
[2026-03-12T16:42:07.877762Z] | [3.4] | [46139c3f] | [Banco BISA S.A.]
[2026-03-12T16:42:07.879071Z] | [3.59] | [dcf4142a] | [Banco BISA S.A.]
[2026-03-12T16:42:07.880388Z] | [2.29] | [6cdf8507] | [Banco BISA S.A.]
[2026-03-12T16:42:07.881694Z] | [1.74] | [362e10d4] | [Banco BISA S.A.]
[2026-03-12T16:42:07.883020Z] | [3.2] | [4662f84a] | [Banco BISA S.A.]
[2026-03-12T16:42:07.884550Z] | [3.73] | [78588e65] | [Banco BISA S.A.]
[2026-03-12T16:42:07.885861Z] | [1.36] | [7859903c] | [Banco BISA S.A.]
[2026-03-12T16:42:07.887252Z] | [1.48] | [dab9c3a9] | [Banco BISA S.A.]
[2026-03-12T16:42:07.888575Z] | [3.33] | [c5d5dc26] | [Banco BISA S.A.]
[2026-03-12T16:42:07.889919Z] | [2.49] | [2b8cdd4a] | [Banco BISA S.A.]
[2026-03-12T16:42:07.891229Z] | [2.18] | [0cff83ba] | [Banco BISA S.A.]
[2026-03-12T16:42:07.892498Z] | [2.7] | [cec30b7a] | [Banco BISA S.A.]
[2026-03-12T16:42:07.893804Z] | [2.44] | [400df199] | [Banco BISA S.A.]
[2026-03-12T16:42:07.895105Z] | [2.01] | [a142abcd] | [Banco BISA S.A.]
[2026-03-12T16:42:07.896466Z] | [2.5] | [15ca3c4c] | [Banco BISA S.A.]
[2026-03-12T16:42:07.897937Z] | [1.99] | [87b03fc2] | [Banco BISA S.A.]
[2026-03-12T16:42:07.899499Z] | [3.46] | [f7923d60] | [Banco BISA S.A.]
[2026-03-12T16:42:07.900921Z] | [2.66] | [d26bcc0c] | [Banco BISA S.A.]
[2026-03-12T16:42:07.902397Z] | [3.8] | [ced3a9c7] | [Banco BISA S.A.]
[2026-03-12T16:42:07.903860Z] | [2.71] | [098e4264] | [Banco BISA S.A.]
[2026-03-12T16:42:07.905319Z] | [1.88] | [2ff6b233] | [Banco BISA S.A.]
[2026-03-12T16:42:07.906770Z] | [3.29] | [e655db42] | [Banco BISA S.A.]
[2026-03-12T16:42:07.908242Z] | [1.95] | [d240dbb7] | [Banco BISA S.A.]
